id,sport,original_sport,confidence,conf_gap
693699,Košarka,Drugo,0.2059,0.0
757362,Košarka,Drugo,0.2061,0.0
725398,Kolesarstvo,Drugo,0.2079,0.0
692872,Alpsko smučanje,Drugo,0.208,0.0
685975,Kolesarstvo,Drugo,0.2082,0.0
744330,Tenis,Drugo,0.2085,0.0
735933,Nogomet,Drugo,0.2086,0.0
707106,Hokej na ledu,Drugo,0.2087,0.0
745647,Kolesarstvo,Drugo,0.2087,0.0
693201,Nogomet,Drugo,0.209,0.0
758584,Nogomet,Drugo,0.209,0.0
673567,Nogomet,Drugo,0.2092,0.0
691906,Smučarski skoki,Drugo,0.2094,0.0
759199,Nogomet,Drugo,0.2106,0.0
702138,Nogomet,Drugo,0.2107,0.0
760260,Smučarski skoki,Drugo,0.2109,0.0
768657,Nogomet,Drugo,0.2111,0.0
726004,Kolesarstvo,Drugo,0.2116,0.0
747531,Košarka,Drugo,0.2128,0.0
772779,Alpsko smučanje,Drugo,0.213,0.0
750501,Kolesarstvo,Drugo,0.2131,0.0
716520,Odbojka,Drugo,0.2137,0.0
743016,Nogomet,Drugo,0.2146,0.0
717832,Nogomet,Drugo,0.215,0.0
715106,Košarka,Drugo,0.2153,0.0
745979,Nogomet,Drugo,0.2153,0.0
698804,Nogomet,Drugo,0.2158,0.0
684968,Nogomet,Drugo,0.216,0.0
687625,Nogomet,Drugo,0.2171,0.0
717316,Drugo,Drugo,0.2172,0.0
756687,Tenis,Drugo,0.2183,0.0
686696,Košarka,Drugo,0.22,0.0
750590,Alpsko smučanje,Drugo,0.2204,0.0
763394,Drugo,Drugo,0.2204,0.0
761327,Košarka,Drugo,0.2208,0.0
768634,Drugo,Drugo,0.2211,0.0
733322,Nogomet,Drugo,0.2216,0.0
768838,Nogomet,Drugo,0.2217,0.0
735583,Košarka,Drugo,0.2217,0.0
718976,Nogomet,Drugo,0.2222,0.0
674592,Nogomet,Drugo,0.2223,0.0
762854,Kolesarstvo,Drugo,0.2225,0.0
731618,Alpsko smučanje,Drugo,0.2236,0.0
730680,Alpsko smučanje,Drugo,0.2238,0.0
773123,Biatlon,Drugo,0.2239,0.0
759092,Odbojka,Drugo,0.2242,0.0
700974,Nogomet,Drugo,0.2247,0.0
757999,Drugo,Drugo,0.1489,0.0
675710,Drugo,Drugo,0.1574,0.0
721501,Drugo,Drugo,0.1629,0.0
722133,Drugo,Drugo,0.1705,0.0
743791,Nogomet,Drugo,0.2253,0.0
673999,Košarka,Drugo,0.2253,0.0
750063,Nogomet,Drugo,0.226,0.0
716874,Drugo,Drugo,0.2261,0.0
668408,Kolesarstvo,Drugo,0.227,0.0
760083,Kolesarstvo,Drugo,0.2275,0.0
704876,Kolesarstvo,Drugo,0.228,0.0
777989,Smučarski skoki,Drugo,0.2283,0.0
764447,Nogomet,Drugo,0.2285,0.0
745565,Nogomet,Drugo,0.2286,0.0
714408,Košarka,Drugo,0.2286,0.0
716784,Drugo,Drugo,0.2289,0.0
727357,Košarka,Drugo,0.2292,0.0
727860,Biatlon,Drugo,0.2293,0.0
702951,Nogomet,Drugo,0.2294,0.0
772526,Nogomet,Drugo,0.2296,0.0
722349,Nogomet,Drugo,0.2298,0.0
703752,Nogomet,Drugo,0.2301,0.0
723010,Košarka,Drugo,0.2301,0.0
744516,Košarka,Drugo,0.2303,0.0
735455,Nogomet,Drugo,0.2307,0.0
732659,Nogomet,Drugo,0.2308,0.0
667579,Atletika,Drugo,0.2312,0.0
736014,Košarka,Drugo,0.2313,0.0
726105,Nogomet,Drugo,0.2315,0.0
731747,Tenis,Drugo,0.2318,0.0
739372,Nogomet,Drugo,0.232,0.0
729600,Nogomet,Drugo,0.2321,0.0
766628,Nogomet,Drugo,0.2322,0.0
733670,Nogomet,Drugo,0.2328,0.0
687257,Drugo,Drugo,0.2335,0.0
701978,Košarka,Drugo,0.234,0.0
749596,Nogomet,Drugo,0.2344,0.0
734491,Nogomet,Drugo,0.2347,0.0
710246,Odbojka,Drugo,0.2347,0.0
773417,Biatlon,Drugo,0.235,0.0
765985,Kolesarstvo,Drugo,0.2352,0.0
721943,Drugo,Drugo,0.2357,0.0
695776,Nogomet,Drugo,0.2358,0.0
689566,Nogomet,Drugo,0.2359,0.0
696947,Nogomet,Drugo,0.2362,0.0
672081,Košarka,Drugo,0.2363,0.0
744730,Nogomet,Drugo,0.2366,0.0
706623,Odbojka,Drugo,0.2367,0.0
690338,Nogomet,Drugo,0.2368,0.0
770454,Smučarski skoki,Drugo,0.237,0.0
755646,Nogomet,Drugo,0.2375,0.0
750207,Nogomet,Drugo,0.2377,0.0
767641,Nogomet,Drugo,0.2377,0.0
724297,Nogomet,Drugo,0.2379,0.0
697659,Košarka,Drugo,0.2385,0.0
703326,Nogomet,Drugo,0.2385,0.0
745402,Nogomet,Drugo,0.2388,0.0
750789,Košarka,Drugo,0.239,0.0
715818,Odbojka,Drugo,0.2391,0.0
749448,Košarka,Drugo,0.2394,0.0
724027,Kolesarstvo,Drugo,0.2397,0.0
692965,Kolesarstvo,Drugo,0.24,0.0
675490,Nogomet,Drugo,0.2401,0.0
752260,Košarka,Drugo,0.2403,0.0
711905,Košarka,Drugo,0.2403,0.0
722384,Kolesarstvo,Drugo,0.2403,0.0
726786,Košarka,Drugo,0.2403,0.0
760758,Nogomet,Drugo,0.2407,0.0
673593,Košarka,Drugo,0.2408,0.0
723822,Nogomet,Drugo,0.2408,0.0
680954,Nogomet,Drugo,0.241,0.0
760874,Košarka,Drugo,0.2413,0.0
691422,Alpsko smučanje,Drugo,0.2414,0.0
706893,Drugo,Drugo,0.2415,0.0
674695,Drugo,Drugo,0.2415,0.0
736104,Hokej na ledu,Drugo,0.2419,0.0
703453,Hokej na ledu,Drugo,0.2424,0.0
755441,Nogomet,Drugo,0.2425,0.0
775768,Alpsko smučanje,Drugo,0.2429,0.0
766752,Nogomet,Drugo,0.2434,0.0
725501,Drugo,Drugo,0.2438,0.0
730912,Drugo,Drugo,0.2438,0.0
694402,Nogomet,Drugo,0.244,0.0
689857,Košarka,Drugo,0.2441,0.0
702112,Smučarski skoki,Drugo,0.2442,0.0
674078,Nogomet,Drugo,0.2445,0.0
687731,Nogomet,Drugo,0.2446,0.0
705541,Košarka,Drugo,0.245,0.0
694755,Alpsko smučanje,Drugo,0.2454,0.0
774149,Drugo,Drugo,0.2458,0.0
760814,Košarka,Drugo,0.2462,0.0
699182,Hokej na ledu,Drugo,0.2462,0.0
693207,Nogomet,Drugo,0.2463,0.0
674528,Košarka,Drugo,0.2465,0.0
670488,Nogomet,Drugo,0.2465,0.0
735554,Košarka,Drugo,0.2468,0.0
707288,Košarka,Drugo,0.2471,0.0
670897,Nogomet,Drugo,0.2472,0.0
773711,Drugo,Drugo,0.2474,0.0
693778,Alpsko smučanje,Drugo,0.248,0.0
724523,Rokomet,Drugo,0.2485,0.0
721144,Biatlon,Drugo,0.2487,0.0
715201,Rokomet,Drugo,0.249,0.0
670299,Drugo,Drugo,0.2493,0.0
773162,Alpsko smučanje,Drugo,0.2494,0.0
684342,Nogomet,Drugo,0.2496,0.0
697513,Košarka,Drugo,0.2499,0.0
743739,Odbojka,Drugo,0.25,0.0
670790,Košarka,Košarka,0.2501,0.0
773973,Rokomet,Drugo,0.2502,0.0
715456,Nogomet,Biatlon,0.2506,0.0
686725,Nogomet,Nogomet,0.2507,0.0
707874,Nogomet,Nogomet,0.2514,0.0
768867,Nogomet,Nogomet,0.2519,0.0
767053,Košarka,Rokomet,0.252,0.0
759746,Nogomet,Drugo,0.2521,0.0
773738,Smučarski skoki,Smučarski skoki,0.2521,0.0
733595,Drugo,Športno plezanje,0.2528,0.0
723528,Drugo,Biatlon,0.2535,0.0
720743,Nogomet,Hokej na ledu,0.2536,0.0
750866,Drugo,Nogomet,0.254,0.0
719593,Nogomet,Nogomet,0.2542,0.0
749836,Košarka,Biatlon,0.2542,0.0
753237,Biatlon,Atletika,0.2542,0.0
750802,Nogomet,Drugo,0.2543,0.0
768341,Nogomet,Drugo,0.2543,0.0
712868,Drugo,Drugo,0.2544,0.0
753510,Košarka,Košarka,0.2549,0.0
690242,Košarka,Rokomet,0.2553,0.0
686786,Tenis,Rokomet,0.256,0.0
754031,Nogomet,Rokomet,0.2562,0.0
734211,Košarka,Košarka,0.2565,0.0
667077,Košarka,Odbojka,0.2566,0.0
698409,Košarka,Atletika,0.2571,0.0
727366,Košarka,Drugo,0.2572,0.0
718133,Nogomet,Biatlon,0.2575,0.0
667292,Nogomet,Drugo,0.2575,0.0
734504,Nogomet,Odbojka,0.2577,0.0
767996,Drugo,Kolesarstvo,0.2581,0.0
745132,Nogomet,Nogomet,0.2582,0.0
727829,Košarka,Košarka,0.2582,0.0
698035,Alpsko smučanje,Drugo,0.2584,0.0
696745,Košarka,Nogomet,0.259,0.0
753802,Nogomet,Nogomet,0.2592,0.0
677242,Košarka,Rokomet,0.2592,0.0
750547,Rokomet,Alpsko smučanje,0.2599,0.0
731530,Nogomet,Alpsko smučanje,0.2599,0.0
725780,Nogomet,Alpsko smučanje,0.26,0.0
696383,Smučarski skoki,Drugo,0.2603,0.0
754016,Alpsko smučanje,Biatlon,0.2607,0.0
744828,Nogomet,Rokomet,0.2609,0.0
674336,Hokej na ledu,Hokej na ledu,0.2611,0.0
718110,Atletika,Športno plezanje,0.2613,0.0
734765,Nogomet,Odbojka,0.2614,0.0
738915,Košarka,Košarka,0.2618,0.0
754227,Nogomet,Nogomet,0.2621,0.0
775492,Košarka,Košarka,0.2623,0.0
743732,Drugo,Športno plezanje,0.2624,0.0
688166,Nogomet,Nogomet,0.2624,0.0
707328,Nogomet,Rokomet,0.2624,0.0
740021,Nogomet,Drugo,0.2625,0.0
768829,Nogomet,Rokomet,0.2627,0.0
720067,Atletika,Drugo,0.2629,0.0
671508,Košarka,Rokomet,0.2639,0.0
767255,Biatlon,Alpsko smučanje,0.2642,0.0
777395,Nogomet,Nogomet,0.2648,0.0
709477,Košarka,Drugo,0.2649,0.0
761704,Košarka,Nogomet,0.2656,0.0
728235,Nogomet,Nogomet,0.2657,0.0
768432,Košarka,Drugo,0.2658,0.0
748939,Nogomet,Nogomet,0.2659,0.0
697852,Nogomet,Odbojka,0.266,0.0
693281,Tenis,Tenis,0.2661,0.0
716129,Drugo,Rokomet,0.2665,0.0
716403,Drugo,Biatlon,0.2668,0.0
747732,Nogomet,Nogomet,0.2671,0.0
676636,Nogomet,Nogomet,0.2673,0.0
755669,Nogomet,Alpsko smučanje,0.2678,0.0
758791,Atletika,Atletika,0.2682,0.0
744403,Košarka,Rokomet,0.2682,0.0
728797,Drugo,Alpsko smučanje,0.2688,0.0
737881,Kolesarstvo,Kolesarstvo,0.2689,0.0
740029,Drugo,Košarka,0.269,0.0
729206,Nogomet,Odbojka,0.2693,0.0
744483,Nogomet,Nogomet,0.2694,0.0
764041,Nogomet,Nogomet,0.2696,0.0
762276,Biatlon,Nogomet,0.2698,0.0
707883,Košarka,Košarka,0.2698,0.0
699037,Nogomet,Košarka,0.2698,0.0
742363,Košarka,Odbojka,0.2699,0.0
769070,Alpsko smučanje,Športno plezanje,0.27,0.0
713011,Košarka,Košarka,0.2702,0.0
677236,Košarka,Drugo,0.2704,0.0
745222,Nogomet,Nogomet,0.2705,0.0
684339,Nogomet,Rokomet,0.2714,0.0
691957,Alpsko smučanje,Športno plezanje,0.2714,0.0
735314,Košarka,Tenis,0.2715,0.0
754252,Nogomet,Drugo,0.2715,0.0
747122,Nogomet,Rokomet,0.2718,0.0
698393,Košarka,Odbojka,0.2719,0.0
702585,Smučarski skoki,Drugo,0.272,0.0
668412,Drugo,Rokomet,0.2722,0.0
719077,Nogomet,Drugo,0.273,0.0
691139,Drugo,Hokej na ledu,0.2731,0.0
763703,Košarka,Odbojka,0.2733,0.0
705906,Nogomet,Nogomet,0.2736,0.0
673085,Nogomet,Nogomet,0.2743,0.0
699084,Kolesarstvo,Drugo,0.2743,0.0
690722,Košarka,Smučarski skoki,0.2744,0.0
753923,Tenis,Nogomet,0.2745,0.0
729669,Alpsko smučanje,Biatlon,0.2748,0.0
711874,Nogomet,Nogomet,0.2748,0.0
706993,Drugo,Atletika,0.2749,0.0
771653,Smučarski skoki,Smučarski skoki,0.2749,0.0
761461,Tenis,Drugo,0.2753,0.0
712937,Nogomet,Nogomet,0.2754,0.0
726480,Nogomet,Nogomet,0.2759,0.0
669720,Nogomet,Nogomet,0.2765,0.0
764117,Kolesarstvo,Rokomet,0.2765,0.0
700676,Nogomet,Nogomet,0.2771,0.0
743295,Nogomet,Odbojka,0.2772,0.0
762329,Košarka,Drugo,0.2772,0.0
704262,Kolesarstvo,Kolesarstvo,0.2773,0.0
767346,Nogomet,Drugo,0.2774,0.0
773286,Drugo,Rokomet,0.2775,0.0
670777,Košarka,Atletika,0.2777,0.0
710942,Nogomet,Drugo,0.2777,0.0
711308,Odbojka,Rokomet,0.2779,0.0
766383,Kolesarstvo,Kolesarstvo,0.2779,0.0
720126,Nogomet,Nogomet,0.278,0.0
772016,Nogomet,Drugo,0.2781,0.0
778000,Nogomet,Nogomet,0.2783,0.0
674324,Nogomet,Nogomet,0.2783,0.0
696690,Tenis,Rokomet,0.2787,0.0
743676,Nogomet,Nogomet,0.2789,0.0
719142,Drugo,Hokej na ledu,0.2789,0.0
776647,Nogomet,Rokomet,0.2793,0.0
681864,Tenis,Rokomet,0.2797,0.0
741056,Smučarski skoki,Drugo,0.2798,0.0
699150,Nogomet,Nogomet,0.2804,0.0
761793,Košarka,Biatlon,0.2806,0.0
727072,Nogomet,Drugo,0.2806,0.0
774578,Nogomet,Nogomet,0.2808,0.0
732807,Nogomet,Drugo,0.2809,0.0
714718,Drugo,Odbojka,0.2811,0.0
694871,Drugo,Rokomet,0.2811,0.0
671006,Nogomet,Odbojka,0.2811,0.0
773216,Nogomet,Nogomet,0.2811,0.0
674178,Nogomet,Nogomet,0.2814,0.0
673955,Nogomet,Nogomet,0.2815,0.0
748933,Nogomet,Kolesarstvo,0.2815,0.0
715494,Nogomet,Nogomet,0.2819,0.0
687635,Nogomet,Odbojka,0.2821,0.0
698872,Nogomet,Nogomet,0.2822,0.0
673321,Nogomet,Drugo,0.2823,0.0
760546,Kolesarstvo,Športno plezanje,0.2825,0.0
732080,Nogomet,Drugo,0.2826,0.0
669090,Košarka,Košarka,0.2826,0.0
722758,Nogomet,Nogomet,0.2827,0.0
761993,Kolesarstvo,Drugo,0.2827,0.0
719337,Nogomet,Nogomet,0.2828,0.0
673429,Kolesarstvo,Kolesarstvo,0.2828,0.0
673506,Kolesarstvo,Kolesarstvo,0.2829,0.0
733988,Nogomet,Nogomet,0.283,0.0
729468,Drugo,Kolesarstvo,0.283,0.0
702233,Nogomet,Nogomet,0.2832,0.0
750168,Nogomet,Rokomet,0.2832,0.0
728207,Košarka,Drugo,0.2833,0.0
701503,Nogomet,Drugo,0.2833,0.0
730382,Nogomet,Odbojka,0.2834,0.0
731849,Alpsko smučanje,Alpsko smučanje,0.2835,0.0
752979,Drugo,Atletika,0.2835,0.0
677001,Nogomet,Nogomet,0.2836,0.0
677165,Košarka,Košarka,0.2836,0.0
723942,Kolesarstvo,Alpsko smučanje,0.2837,0.0
712766,Košarka,Nogomet,0.2838,0.0
685002,Košarka,Košarka,0.2839,0.0
720326,Nogomet,Nogomet,0.284,0.0
723669,Nogomet,Odbojka,0.284,0.0
763150,Odbojka,Hokej na ledu,0.284,0.0
755286,Nogomet,Nogomet,0.2842,0.0
678115,Drugo,Rokomet,0.2844,0.0
719252,Nogomet,Drugo,0.285,0.0
777883,Nogomet,Nogomet,0.2853,0.0
768235,Kolesarstvo,Alpsko smučanje,0.2853,0.0
731774,Drugo,Alpsko smučanje,0.2854,0.0
746849,Nogomet,Nogomet,0.2854,0.0
692681,Nogomet,Nogomet,0.2854,0.0
726858,Drugo,Drugo,0.2855,0.0
739850,Tenis,Drugo,0.2856,0.0
749621,Košarka,Košarka,0.2857,0.0
692081,Nogomet,Drugo,0.286,0.0
671765,Nogomet,Odbojka,0.2863,0.0
762220,Kolesarstvo,Kolesarstvo,0.2864,0.0
702284,Smučarski skoki,Smučarski skoki,0.2865,0.0
716732,Drugo,Nogomet,0.2867,0.0
715178,Nogomet,Nogomet,0.2867,0.0
749601,Košarka,Rokomet,0.2867,0.0
734742,Nogomet,Nogomet,0.2868,0.0
763907,Nogomet,Nogomet,0.287,0.0
713440,Košarka,Košarka,0.2871,0.0
708559,Košarka,Rokomet,0.2871,0.0
712904,Kolesarstvo,Kolesarstvo,0.2874,0.0
731845,Košarka,Odbojka,0.2874,0.0
722071,Drugo,Atletika,0.2874,0.0
727460,Nogomet,Nogomet,0.2875,0.0
698468,Nogomet,Nogomet,0.2875,0.0
766969,Drugo,Drugo,0.2876,0.0
670863,Nogomet,Nogomet,0.2877,0.0
749150,Nogomet,Rokomet,0.2877,0.0
766734,Košarka,Drugo,0.2877,0.0
731646,Košarka,Košarka,0.2881,0.0
720597,Drugo,Nogomet,0.2887,0.0
676908,Kolesarstvo,Kolesarstvo,0.2887,0.0
734365,Nogomet,Nogomet,0.2887,0.0
696237,Nogomet,Nogomet,0.2888,0.0
777645,Nogomet,Nogomet,0.289,0.0
637742,Nogomet,Odbojka,0.2891,0.0
715708,Nogomet,Nogomet,0.2893,0.0
760877,Alpsko smučanje,Drugo,0.2893,0.0
771097,Drugo,Rokomet,0.4392,0.0
720345,Nogomet,Drugo,0.3772,0.0
774480,Biatlon,Odbojka,0.2556,0.0
759447,Košarka,Nogomet,0.4109,0.0
712368,Nogomet,Nogomet,0.2302,0.0
724548,Drugo,Biatlon,0.3403,0.0
766457,Biatlon,Biatlon,0.4784,0.0
727175,Rokomet,Rokomet,0.2937,0.0
684916,Odbojka,Rokomet,0.3284,0.0
749730,Košarka,Rokomet,0.3394,0.0
717573,Drugo,Športno plezanje,0.4208,0.0003
691017,Drugo,Športno plezanje,0.4359,0.0003
760209,Smučarski skoki,Športno plezanje,0.7101,0.0004
772462,Drugo,Športno plezanje,0.738,0.0004
697652,Smučarski skoki,Športno plezanje,0.526,0.0005
719525,Drugo,Športno plezanje,0.4153,0.0007
698054,Drugo,Športno plezanje,0.7664,0.0007
673212,Športno plezanje,Športno plezanje,0.3768,0.0007
715156,Rokomet,Športno plezanje,0.2896,0.0009
691406,Drugo,Športno plezanje,0.3535,0.0009
717614,Športno plezanje,Športno plezanje,0.7946,0.0011
758933,Drugo,Športno plezanje,0.3287,0.0011
686424,Športno plezanje,Športno plezanje,0.4708,0.0012
684878,Drugo,Športno plezanje,0.4738,0.0012
773825,Drugo,Športno plezanje,0.7805,0.0015
690845,Alpsko smučanje,Športno plezanje,0.5352,0.0016
717517,Športno plezanje,Športno plezanje,0.3299,0.0018
748259,Košarka,Športno plezanje,0.4118,0.0019
772133,Drugo,Športno plezanje,0.357,0.0019
758701,Alpsko smučanje,Športno plezanje,0.286,0.0019
752585,Drugo,Športno plezanje,0.4082,0.0021
750438,Drugo,Športno plezanje,0.305,0.0022
671393,Športno plezanje,Športno plezanje,0.2838,0.0023
701074,Nogomet,Športno plezanje,0.3338,0.0024
754587,Atletika,Športno plezanje,0.3796,0.0024
772980,Drugo,Športno plezanje,0.4435,0.0025
704844,Atletika,Športno plezanje,0.2578,0.0026
668910,Kolesarstvo,Športno plezanje,0.2736,0.0028
698415,Alpsko smučanje,Športno plezanje,0.3467,0.0029
770145,Drugo,Športno plezanje,0.4493,0.0031
743961,Hokej na ledu,Športno plezanje,0.3293,0.0032
716773,Drugo,Športno plezanje,0.3519,0.0034
716908,Drugo,Športno plezanje,0.3237,0.0034
700242,Nogomet,Športno plezanje,0.1923,0.0036
717385,Atletika,Športno plezanje,0.3166,0.0036
669777,Kolesarstvo,Športno plezanje,0.3153,0.0036
695912,Smučarski skoki,Športno plezanje,0.3606,0.0036
772760,Kolesarstvo,Športno plezanje,0.4806,0.0036
774212,Drugo,Športno plezanje,0.2876,0.0037
760106,Drugo,Športno plezanje,0.5628,0.0038
719310,Drugo,Športno plezanje,0.4715,0.004
711900,Drugo,Športno plezanje,0.2053,0.0041
774062,Drugo,Športno plezanje,0.6935,0.0042
762085,Drugo,Športno plezanje,0.316,0.0043
721247,Košarka,Športno plezanje,0.6093,0.0043
755362,Nogomet,Športno plezanje,0.3412,0.0043
722882,Drugo,Športno plezanje,0.3616,0.0044
697967,Drugo,Športno plezanje,0.2601,0.0044
757061,Hokej na ledu,Športno plezanje,0.5496,0.0046
668264,Kolesarstvo,Športno plezanje,0.32,0.0047
716431,Drugo,Športno plezanje,0.4139,0.0048
744980,Kolesarstvo,Športno plezanje,0.5271,0.0049
765826,Drugo,Športno plezanje,0.5289,0.0051
748122,Košarka,Športno plezanje,0.4201,0.0051
769756,Drugo,Športno plezanje,0.3453,0.0051
666656,Drugo,Športno plezanje,0.4074,0.0051
672127,Drugo,Športno plezanje,0.5612,0.0054
776308,Drugo,Športno plezanje,0.4224,0.0054
673433,Drugo,Športno plezanje,0.1941,0.0055
669683,Kolesarstvo,Športno plezanje,0.339,0.0056
667895,Kolesarstvo,Športno plezanje,0.4476,0.0057
718967,Športno plezanje,Športno plezanje,0.2327,0.0059
716136,Drugo,Športno plezanje,0.3962,0.0061
716910,Kolesarstvo,Športno plezanje,0.47,0.0061
728204,Košarka,Rokomet,0.3544,0.0001
771629,Košarka,Rokomet,0.4258,0.0001
732420,Rokomet,Rokomet,0.311,0.0001
745841,Košarka,Rokomet,0.3908,0.0002
728229,Rokomet,Rokomet,0.6404,0.0003
754126,Atletika,Rokomet,0.418,0.0003
773428,Biatlon,Rokomet,0.3496,0.0004
764181,Drugo,Rokomet,0.6155,0.0005
714755,Kolesarstvo,Rokomet,0.2118,0.0005
681277,Tenis,Rokomet,0.4623,0.0005
748979,Drugo,Rokomet,0.2179,0.0005
693712,Drugo,Rokomet,0.3625,0.0005
710302,Drugo,Rokomet,0.283,0.0007
758983,Drugo,Rokomet,0.2296,0.0007
755844,Košarka,Rokomet,0.614,0.0008
709490,Drugo,Rokomet,0.2444,0.0008
667308,Drugo,Rokomet,0.2501,0.0008
708685,Drugo,Rokomet,0.2241,0.0008
668581,Hokej na ledu,Rokomet,0.3646,0.0009
716413,Rokomet,Rokomet,0.4606,0.0009
776758,Drugo,Rokomet,0.2814,0.0009
686741,Nogomet,Rokomet,0.3916,0.0009
744026,Košarka,Rokomet,0.3486,0.001
671349,Drugo,Rokomet,0.2492,0.001
721645,Košarka,Rokomet,0.6569,0.0011
710291,Nogomet,Rokomet,0.3098,0.0011
767221,Rokomet,Rokomet,0.5089,0.0011
724253,Rokomet,Rokomet,0.2865,0.0012
777824,Rokomet,Rokomet,0.4784,0.0012
730074,Drugo,Rokomet,0.3074,0.0012
745194,Košarka,Rokomet,0.3525,0.0012
733747,Rokomet,Rokomet,0.4686,0.0012
740361,Drugo,Rokomet,0.4991,0.0012
720758,Drugo,Rokomet,0.3643,0.0013
739915,Rokomet,Rokomet,0.5041,0.0013
742709,Drugo,Rokomet,0.4158,0.0013
217385,Košarka,Rokomet,0.4847,0.0013
747658,Drugo,Rokomet,0.329,0.0013
672981,Drugo,Rokomet,0.2379,0.0014
762123,Košarka,Rokomet,0.5505,0.0014
712245,Košarka,Rokomet,0.4383,0.0015
727746,Košarka,Rokomet,0.392,0.0016
686897,Rokomet,Rokomet,0.5057,0.0016
720868,Drugo,Rokomet,0.3878,0.0018
770971,Drugo,Rokomet,0.47,0.002
715886,Drugo,Rokomet,0.2792,0.002
756418,Rokomet,Rokomet,0.4266,0.0021
775939,Drugo,Rokomet,0.4224,0.0021
754250,Košarka,Rokomet,0.4799,0.0022
703025,Nogomet,Rokomet,0.311,0.0022
673897,Košarka,Rokomet,0.487,0.0022
716869,Drugo,Rokomet,0.2362,0.0023
717070,Drugo,Rokomet,0.2673,0.0023
681698,Rokomet,Rokomet,0.3673,0.0024
750788,Košarka,Rokomet,0.4623,0.0024
673783,Drugo,Rokomet,0.2711,0.0025
728650,Drugo,Rokomet,0.4266,0.0025
748581,Drugo,Rokomet,0.404,0.0026
733533,Biatlon,Rokomet,0.4546,0.0026
716358,Rokomet,Rokomet,0.6228,0.0026
700037,Košarka,Hokej na ledu,0.8925,0.0001
699122,Hokej na ledu,Hokej na ledu,0.7156,0.0002
723361,Hokej na ledu,Hokej na ledu,0.3551,0.0003
669688,Hokej na ledu,Hokej na ledu,0.669,0.0003
708764,Hokej na ledu,Hokej na ledu,0.8142,0.0006
766618,Hokej na ledu,Hokej na ledu,0.3058,0.0008
697112,Hokej na ledu,Hokej na ledu,0.6961,0.0009
730566,Hokej na ledu,Hokej na ledu,0.6297,0.001
775243,Hokej na ledu,Hokej na ledu,0.4743,0.001
709514,Hokej na ledu,Hokej na ledu,0.6304,0.0013
762306,Hokej na ledu,Hokej na ledu,0.7988,0.0013
666727,Hokej na ledu,Hokej na ledu,0.777,0.0014
736893,Hokej na ledu,Hokej na ledu,0.7463,0.0015
768718,Hokej na ledu,Hokej na ledu,0.7247,0.0017
707892,Hokej na ledu,Hokej na ledu,0.8568,0.0017
768096,Hokej na ledu,Hokej na ledu,0.5321,0.0019
727702,Hokej na ledu,Hokej na ledu,0.8294,0.0019
729158,Hokej na ledu,Hokej na ledu,0.8601,0.0019
703824,Hokej na ledu,Hokej na ledu,0.8059,0.002
745173,Hokej na ledu,Hokej na ledu,0.584,0.0021
736640,Hokej na ledu,Hokej na ledu,0.3972,0.0021
687533,Hokej na ledu,Hokej na ledu,0.8315,0.0024
755189,Hokej na ledu,Hokej na ledu,0.3691,0.0024
730632,Hokej na ledu,Hokej na ledu,0.8052,0.0025
695910,Hokej na ledu,Hokej na ledu,0.6491,0.0025
733995,Hokej na ledu,Hokej na ledu,0.8449,0.0026
729056,Hokej na ledu,Hokej na ledu,0.58,0.0026
770452,Hokej na ledu,Hokej na ledu,0.5905,0.0027
704959,Hokej na ledu,Hokej na ledu,0.7925,0.0029
667055,Hokej na ledu,Hokej na ledu,0.4348,0.0031
776660,Hokej na ledu,Hokej na ledu,0.6655,0.0032
775977,Hokej na ledu,Hokej na ledu,0.7882,0.0033
773809,Hokej na ledu,Hokej na ledu,0.7331,0.0033
721722,Hokej na ledu,Hokej na ledu,0.6476,0.0035
744585,Hokej na ledu,Hokej na ledu,0.7583,0.0043
729334,Hokej na ledu,Hokej na ledu,0.6969,0.0043
726381,Hokej na ledu,Hokej na ledu,0.7968,0.0044
743724,Hokej na ledu,Hokej na ledu,0.3929,0.0046
773909,Hokej na ledu,Hokej na ledu,0.5289,0.0049
686718,Hokej na ledu,Hokej na ledu,0.4561,0.0049
694519,Hokej na ledu,Hokej na ledu,0.8587,0.005
736732,Biatlon,Atletika,0.2923,0.0003
710312,Atletika,Atletika,0.7669,0.0003
672965,Atletika,Atletika,0.3982,0.0008
677246,Drugo,Atletika,0.2601,0.0008
755529,Atletika,Atletika,0.7931,0.0011
716865,Atletika,Atletika,0.673,0.0013
704521,Atletika,Atletika,0.336,0.0013
